0.000000,0.000000,0.000000,0.000000
1.000000,0.000000,0.000000,0.000000
2.000000,0.000000,0.000000,0.000000
3.000000,0.000000,0.000000,0.000000
4.000000,0.000450,0.001424,0.001004
5.000000,0.000901,0.001899,0.001338
6.000000,0.000901,0.001899,0.001338
7.000000,0.000450,0.001424,0.001004
8.000000,0.000901,0.001899,0.001338
9.000000,0.000847,0.001791,0.001262
10.000000,0.002252,0.003185,0.002244
11.000000,0.001351,0.003040,0.002142
12.000000,0.001802,0.004352,0.003066
13.000000,0.001299,0.002984,0.002103
14.000000,0.001802,0.004352,0.003066
15.000000,0.001351,0.003040,0.002142
16.000000,0.000794,0.002510,0.001768
17.000000,0.001351,0.002176,0.001533
18.000000,0.000847,0.001791,0.001262
19.000000,0.001299,0.002097,0.001477
20.000000,0.001302,0.002994,0.002110
21.000000,0.000903,0.001904,0.001341
22.000000,0.002258,0.003190,0.002248
23.000000,0.002204,0.003152,0.002221
24.000000,0.000905,0.001908,0.001344
25.000000,0.000398,0.001260,0.000888
26.000000,0.000000,0.000000,0.000000
27.000000,0.000452,0.001431,0.001008
28.000000,0.000452,0.001431,0.001008
29.000000,0.000905,0.002862,0.002016
30.000000,0.000905,0.002862,0.002016
31.000000,0.000905,0.002862,0.002016
32.000000,0.001305,0.002998,0.002112
33.000000,0.000452,0.001431,0.001008
34.000000,0.002451,0.002834,0.001997
35.000000,0.001995,0.003388,0.002387
36.000000,0.001156,0.001865,0.001314
37.000000,0.000402,0.001270,0.000895
38.000000,0.000402,0.001270,0.000895
39.000000,0.000000,0.000000,0.000000
40.000000,0.000000,0.000000,0.000000
41.000000,0.000403,0.001275,0.000898
42.000000,0.000403,0.001275,0.000898
43.000000,0.000402,0.001270,0.000895
44.000000,0.000000,0.000000,0.000000
45.000000,0.002003,0.005079,0.003578
46.000000,0.000803,0.001693,0.001193
47.000000,0.001200,0.003795,0.002674
48.000000,0.000403,0.001275,0.000898
49.000000,0.001078,0.001736,0.001223
50.000000,0.000358,0.001133,0.000799
51.000000,0.000000,0.000000,0.000000
52.000000,0.000403,0.001275,0.000898
53.000000,0.000719,0.001517,0.001069
54.000000,0.000719,0.001517,0.001069
55.000000,0.000361,0.001142,0.000804
56.000000,0.000000,0.000000,0.000000
57.000000,0.000402,0.001270,0.000895
58.000000,0.000000,0.000000,0.000000
59.000000,0.000000,0.000000,0.000000
60.000000,0.000000,0.000000,0.000000
61.000000,0.000000,0.000000,0.000000
62.000000,0.000325,0.001027,0.000723
63.000000,0.001090,0.001754,0.001236
64.000000,0.000686,0.001450,0.001022
65.000000,0.000771,0.001629,0.001148
66.000000,0.001136,0.002514,0.001771
67.000000,0.001094,0.002462,0.001735
68.000000,0.000365,0.001154,0.000813
69.000000,0.000323,0.001020,0.000719
70.000000,0.000731,0.001554,0.001095
71.000000,0.000733,0.001560,0.001099
72.000000,0.000324,0.001023,0.000721
73.000000,0.001495,0.001933,0.001362
74.000000,0.001425,0.001842,0.001298
75.000000,0.001466,0.001900,0.001338
76.000000,0.000696,0.001470,0.001036
77.000000,0.001431,0.002531,0.001783
78.000000,0.001838,0.003971,0.002798
79.000000,0.001471,0.003100,0.002184
80.000000,0.000735,0.002325,0.001638
81.000000,0.000735,0.002325,0.001638
82.000000,0.000700,0.001478,0.001041
83.000000,0.001032,0.002286,0.001610
84.000000,0.000297,0.000938,0.000661
85.000000,0.000331,0.001047,0.000738
86.000000,0.000735,0.001559,0.001099
87.000000,0.000368,0.001163,0.000819
88.000000,0.001062,0.002437,0.001717
89.000000,0.001103,0.003488,0.002458
90.000000,0.002179,0.004657,0.003281
91.000000,0.002180,0.004657,0.003281
92.000000,0.002477,0.004596,0.003239
93.000000,0.001844,0.004683,0.003300
94.000000,0.001763,0.003865,0.002724
95.000000,0.001403,0.002514,0.001771
96.000000,0.000706,0.001490,0.001050
97.000000,0.000668,0.001417,0.000998
98.000000,0.000672,0.001427,0.001005
99.000000,0.000330,0.001044,0.000735
100.000000,0.000997,0.001605,0.001131
101.000000,0.001339,0.002358,0.001662
102.000000,0.001011,0.002286,0.001610
103.000000,0.000338,0.001068,0.000753
104.000000,0.000705,0.001490,0.001050
105.000000,0.001373,0.001775,0.001250
106.000000,0.000706,0.001490,0.001050
107.000000,0.000698,0.001474,0.001039
108.000000,0.001071,0.001728,0.001218
109.000000,0.000698,0.001474,0.001039
110.000000,0.001063,0.002429,0.001711
111.000000,0.001336,0.002445,0.001723
112.000000,0.001389,0.001801,0.001269
113.000000,0.002037,0.002346,0.001653
114.000000,0.000962,0.002100,0.001480
115.000000,0.000634,0.001339,0.000943
116.000000,0.000667,0.001414,0.000996
117.000000,0.001042,0.001690,0.001191
118.000000,0.001079,0.001740,0.001226
119.000000,0.001425,0.002557,0.001802
120.000000,0.002110,0.003852,0.002714
121.000000,0.003685,0.004389,0.003093
122.000000,0.003001,0.003655,0.002575
123.000000,0.003303,0.004274,0.003012
124.000000,0.001509,0.003815,0.002688
125.000000,0.001275,0.002961,0.002087
126.000000,0.001693,0.002897,0.002041
127.000000,0.001278,0.002964,0.002088
128.000000,0.001215,0.002917,0.002055
129.000000,0.001629,0.002239,0.001577
130.000000,0.000916,0.002047,0.001443
131.000000,0.000615,0.001296,0.000913
132.000000,0.000672,0.001425,0.001004
133.000000,0.000641,0.001355,0.000955
134.000000,0.000611,0.001288,0.000907
135.000000,0.000920,0.002080,0.001466
136.000000,0.001872,0.002606,0.001836
137.000000,0.000929,0.002937,0.002069
138.000000,0.000932,0.002946,0.002076
139.000000,0.000940,0.002105,0.001483
140.000000,0.000934,0.001504,0.001060
141.000000,0.001923,0.002729,0.001923
142.000000,0.000305,0.000964,0.000679
143.000000,0.000000,0.000000,0.000000
144.000000,0.000308,0.000973,0.000686
145.000000,0.000317,0.001004,0.000707
146.000000,0.001261,0.002217,0.001562
147.000000,0.000946,0.001531,0.001078
148.000000,0.000631,0.001330,0.000937
149.000000,0.001641,0.002296,0.001618
150.000000,0.002292,0.002252,0.001587
151.000000,0.001680,0.003672,0.002587
152.000000,0.001363,0.003346,0.002358
153.000000,0.002049,0.003348,0.002359
154.000000,0.001375,0.002899,0.002042
155.000000,0.001036,0.002341,0.001649
156.000000,0.001026,0.002299,0.001620
157.000000,0.000000,0.000000,0.000000
158.000000,0.000687,0.001449,0.001021
159.000000,0.000000,0.000000,0.000000
160.000000,0.000339,0.001072,0.000755
161.000000,0.000000,0.000000,0.000000
162.000000,0.000339,0.001072,0.000755
163.000000,0.000340,0.001076,0.000758
164.000000,0.000969,0.001571,0.001107
165.000000,0.000622,0.001319,0.000930
166.000000,0.000341,0.001079,0.000760
167.000000,0.000000,0.000000,0.000000
168.000000,0.000000,0.000000,0.000000
169.000000,0.000000,0.000000,0.000000
170.000000,0.000673,0.001420,0.001001
171.000000,0.000563,0.001188,0.000837
172.000000,0.000000,0.000000,0.000000
173.000000,0.000673,0.001420,0.001001
174.000000,0.001167,0.001512,0.001065
175.000000,0.000531,0.001678,0.001182
176.000000,0.000849,0.001858,0.001309
177.000000,0.001379,0.003394,0.002392
178.000000,0.001326,0.004194,0.002955
179.000000,0.001357,0.002597,0.001830
180.000000,0.000620,0.001324,0.000933
181.000000,0.000620,0.001324,0.000933
182.000000,0.000265,0.000839,0.000591
183.000000,0.001160,0.002069,0.001458
184.000000,0.001713,0.002877,0.002027
185.000000,0.000876,0.002010,0.001416
186.000000,0.000891,0.001996,0.001406
187.000000,0.001150,0.002429,0.001712
188.000000,0.000879,0.002016,0.001420
189.000000,0.001150,0.002429,0.001712
190.000000,0.000881,0.002021,0.001424
191.000000,0.001147,0.002067,0.001456
192.000000,0.000876,0.002016,0.001421
193.000000,0.000266,0.000841,0.000593
194.000000,0.000267,0.000843,0.000594
195.000000,0.000684,0.001443,0.001017
196.000000,0.000628,0.001339,0.000944
197.000000,0.000272,0.000862,0.000607
198.000000,0.000295,0.000933,0.000657
199.000000,0.000563,0.001189,0.000838
200.000000,0.001140,0.001476,0.001040
201.000000,0.000850,0.001879,0.001324
202.000000,0.000578,0.001221,0.000860
203.000000,0.002004,0.003129,0.002204
204.000000,0.001733,0.003184,0.002244
205.000000,0.001733,0.003184,0.002244
206.000000,0.001191,0.002934,0.002067
207.000000,0.001477,0.002945,0.002075
208.000000,0.001477,0.002945,0.002075
209.000000,0.001805,0.004094,0.002885
210.000000,0.002062,0.004059,0.002860
211.000000,0.001480,0.003874,0.002729
212.000000,0.001717,0.003150,0.002219
213.000000,0.001173,0.002931,0.002065
214.000000,0.000613,0.001940,0.001367
215.000000,0.001165,0.002092,0.001474
216.000000,0.000605,0.001276,0.000899
217.000000,0.000000,0.000000,0.000000
218.000000,0.000299,0.000944,0.000665
219.000000,0.000000,0.000000,0.000000
220.000000,0.000293,0.000927,0.000653
221.000000,0.000844,0.001361,0.000959
222.000000,0.000842,0.001873,0.001320
223.000000,0.001162,0.002043,0.001440
224.000000,0.000804,0.001298,0.000915
225.000000,0.001143,0.002029,0.001429
226.000000,0.000889,0.001993,0.001405
227.000000,0.001485,0.003199,0.002254
228.000000,0.001492,0.003232,0.002277
229.000000,0.001492,0.003232,0.002277
230.000000,0.001492,0.003232,0.002277
231.000000,0.001709,0.002871,0.002023
232.000000,0.001456,0.002095,0.001476
233.000000,0.000904,0.002857,0.002013
234.000000,0.001167,0.002071,0.001459
235.000000,0.000793,0.001287,0.000907
236.000000,0.001122,0.001460,0.001029
237.000000,0.000562,0.001191,0.000839
238.000000,0.000899,0.002044,0.001440
239.000000,0.000902,0.002050,0.001444
240.000000,0.000854,0.001380,0.000972
241.000000,0.000801,0.001302,0.000917
242.000000,0.000544,0.001159,0.000817
243.000000,0.000308,0.000973,0.000686
244.000000,0.000537,0.001133,0.000799
245.000000,0.000000,0.000000,0.000000
246.000000,0.000537,0.001133,0.000799
247.000000,0.000587,0.001239,0.000873
248.000000,0.000000,0.000000,0.000000
249.000000,0.000591,0.001259,0.000887
250.000000,0.001136,0.001488,0.001049
251.000000,0.000857,0.001385,0.000976
252.000000,0.000566,0.001199,0.000845
253.000000,0.000551,0.001163,0.000820
254.000000,0.000000,0.000000,0.000000
255.000000,0.000000,0.000000,0.000000
256.000000,0.000000,0.000000,0.000000
257.000000,0.000000,0.000000,0.000000
258.000000,0.000852,0.001391,0.000980
259.000000,0.000808,0.001737,0.001224
